id,source,target,type,weight,evidence,properties
"causal_factor:e57296a73d04->CAN_TRIGGER->mechanism:cooling-water-loop-flow-temperature","causal_factor:e57296a73d04","mechanism:cooling-water-loop-flow-temperature","CAN_TRIGGER","1","[""水冷回路流量、压力或散热能力不足""]","{""evidence"":""水冷回路流量、压力或散热能力不足""}"
"causal_factor:48ccc3966e07->CAN_TRIGGER->mechanism:cooling-water-loop-flow-temperature","causal_factor:48ccc3966e07","mechanism:cooling-water-loop-flow-temperature","CAN_TRIGGER","1","[""水冷回路流量、压力或散热能力不足""]","{""evidence"":""水冷回路流量、压力或散热能力不足""}"
"causal_factor:fe64bf539b70->CAN_TRIGGER->mechanism:cooling-water-loop-flow-temperature","causal_factor:fe64bf539b70","mechanism:cooling-water-loop-flow-temperature","CAN_TRIGGER","1","[""水冷回路流量、压力或散热能力不足""]","{""evidence"":""水冷回路流量、压力或散热能力不足""}"
"causal_factor:2eabd69b9a32->CAN_TRIGGER->mechanism:cooling-water-loop-flow-temperature","causal_factor:2eabd69b9a32","mechanism:cooling-water-loop-flow-temperature","CAN_TRIGGER","1","[""水冷回路流量、压力或散热能力不足""]","{""evidence"":""水冷回路流量、压力或散热能力不足""}"
"causal_factor:0654e5667fc2->CAN_TRIGGER->mechanism:cooling-water-loop-flow-temperature","causal_factor:0654e5667fc2","mechanism:cooling-water-loop-flow-temperature","CAN_TRIGGER","1","[""水冷回路流量、压力或散热能力不足""]","{""evidence"":""水冷回路流量、压力或散热能力不足""}"
"causal_factor:9c5aa687c6de->CAN_TRIGGER->mechanism:lubrication-system-flow-grease-oil","causal_factor:9c5aa687c6de","mechanism:lubrication-system-flow-grease-oil","CAN_TRIGGER","1","[""集中润滑或齿轮油润滑不足""]","{""evidence"":""集中润滑或齿轮油润滑不足""}"
"causal_factor:89b8967f68f9->CAN_TRIGGER->mechanism:lubrication-system-flow-grease-oil","causal_factor:89b8967f68f9","mechanism:lubrication-system-flow-grease-oil","CAN_TRIGGER","1","[""集中润滑或齿轮油润滑不足""]","{""evidence"":""集中润滑或齿轮油润滑不足""}"
"causal_factor:a58c7d0d76ba->CAN_TRIGGER->mechanism:lubrication-system-flow-grease-oil","causal_factor:a58c7d0d76ba","mechanism:lubrication-system-flow-grease-oil","CAN_TRIGGER","1","[""集中润滑或齿轮油润滑不足""]","{""evidence"":""集中润滑或齿轮油润滑不足""}"
"causal_factor:e102f83e8704->CAN_TRIGGER->mechanism:lubrication-system-flow-grease-oil","causal_factor:e102f83e8704","mechanism:lubrication-system-flow-grease-oil","CAN_TRIGGER","1","[""集中润滑或齿轮油润滑不足""]","{""evidence"":""集中润滑或齿轮油润滑不足""}"
"causal_factor:b2cf13593454->CAN_TRIGGER->mechanism:lubrication-system-flow-grease-oil","causal_factor:b2cf13593454","mechanism:lubrication-system-flow-grease-oil","CAN_TRIGGER","1","[""集中润滑或齿轮油润滑不足""]","{""evidence"":""集中润滑或齿轮油润滑不足""}"
"causal_factor:f47a31852803->CAN_TRIGGER->mechanism:communication-network-loss","causal_factor:f47a31852803","mechanism:communication-network-loss","CAN_TRIGGER","1","[""机组通信网络或现场总线中断""]","{""evidence"":""机组通信网络或现场总线中断""}"
"causal_factor:2b94348d796f->CAN_TRIGGER->mechanism:communication-network-loss","causal_factor:2b94348d796f","mechanism:communication-network-loss","CAN_TRIGGER","1","[""机组通信网络或现场总线中断""]","{""evidence"":""机组通信网络或现场总线中断""}"
"causal_factor:81aa26765a07->CAN_TRIGGER->mechanism:communication-network-loss","causal_factor:81aa26765a07","mechanism:communication-network-loss","CAN_TRIGGER","1","[""机组通信网络或现场总线中断""]","{""evidence"":""机组通信网络或现场总线中断""}"
"causal_factor:1985e9012618->CAN_TRIGGER->mechanism:communication-network-loss","causal_factor:1985e9012618","mechanism:communication-network-loss","CAN_TRIGGER","1","[""机组通信网络或现场总线中断""]","{""evidence"":""机组通信网络或现场总线中断""}"
"causal_factor:125982243702->CAN_TRIGGER->mechanism:communication-network-loss","causal_factor:125982243702","mechanism:communication-network-loss","CAN_TRIGGER","1","[""机组通信网络或现场总线中断""]","{""evidence"":""机组通信网络或现场总线中断""}"
"causal_factor:ce937e96c86a->CAN_TRIGGER->mechanism:grid-transformer-protection","causal_factor:ce937e96c86a","mechanism:grid-transformer-protection","CAN_TRIGGER","1","[""电网、箱变或并网保护异常""]","{""evidence"":""电网、箱变或并网保护异常""}"
"causal_factor:e5b4a5363e00->CAN_TRIGGER->mechanism:grid-transformer-protection","causal_factor:e5b4a5363e00","mechanism:grid-transformer-protection","CAN_TRIGGER","1","[""电网、箱变或并网保护异常""]","{""evidence"":""电网、箱变或并网保护异常""}"
"causal_factor:6520a804597c->CAN_TRIGGER->mechanism:grid-transformer-protection","causal_factor:6520a804597c","mechanism:grid-transformer-protection","CAN_TRIGGER","1","[""电网、箱变或并网保护异常""]","{""evidence"":""电网、箱变或并网保护异常""}"
"causal_factor:cf962f264769->CAN_TRIGGER->mechanism:grid-transformer-protection","causal_factor:cf962f264769","mechanism:grid-transformer-protection","CAN_TRIGGER","1","[""电网、箱变或并网保护异常""]","{""evidence"":""电网、箱变或并网保护异常""}"
"causal_factor:ddb7ca59ab8a->CAN_TRIGGER->mechanism:grid-transformer-protection","causal_factor:ddb7ca59ab8a","mechanism:grid-transformer-protection","CAN_TRIGGER","1","[""电网、箱变或并网保护异常""]","{""evidence"":""电网、箱变或并网保护异常""}"
"causal_factor:df3432dc6e33->CAN_TRIGGER->mechanism:sensor-measurement-chain-drift-fault","causal_factor:df3432dc6e33","mechanism:sensor-measurement-chain-drift-fault","CAN_TRIGGER","1","[""传感器测量链路漂移、断线或干扰""]","{""evidence"":""传感器测量链路漂移、断线或干扰""}"
"causal_factor:f14bbf228249->CAN_TRIGGER->mechanism:sensor-measurement-chain-drift-fault","causal_factor:f14bbf228249","mechanism:sensor-measurement-chain-drift-fault","CAN_TRIGGER","1","[""传感器测量链路漂移、断线或干扰""]","{""evidence"":""传感器测量链路漂移、断线或干扰""}"
"causal_factor:a14706696108->CAN_TRIGGER->mechanism:sensor-measurement-chain-drift-fault","causal_factor:a14706696108","mechanism:sensor-measurement-chain-drift-fault","CAN_TRIGGER","1","[""传感器测量链路漂移、断线或干扰""]","{""evidence"":""传感器测量链路漂移、断线或干扰""}"
"causal_factor:b34b2d41d4e2->CAN_TRIGGER->mechanism:sensor-measurement-chain-drift-fault","causal_factor:b34b2d41d4e2","mechanism:sensor-measurement-chain-drift-fault","CAN_TRIGGER","1","[""传感器测量链路漂移、断线或干扰""]","{""evidence"":""传感器测量链路漂移、断线或干扰""}"
"causal_factor:5a03abe87546->CAN_TRIGGER->mechanism:sensor-measurement-chain-drift-fault","causal_factor:5a03abe87546","mechanism:sensor-measurement-chain-drift-fault","CAN_TRIGGER","1","[""传感器测量链路漂移、断线或干扰""]","{""evidence"":""传感器测量链路漂移、断线或干扰""}"
"causal_factor:b0a5d237d82c->CAN_TRIGGER->mechanism:yaw-cable-twist-position-limit","causal_factor:b0a5d237d82c","mechanism:yaw-cable-twist-position-limit","CAN_TRIGGER","1","[""偏航扭缆、角度或位置限位异常""]","{""evidence"":""偏航扭缆、角度或位置限位异常""}"
"causal_factor:1a2886fa4766->CAN_TRIGGER->mechanism:yaw-cable-twist-position-limit","causal_factor:1a2886fa4766","mechanism:yaw-cable-twist-position-limit","CAN_TRIGGER","1","[""偏航扭缆、角度或位置限位异常""]","{""evidence"":""偏航扭缆、角度或位置限位异常""}"
"causal_factor:c36014b81cfe->CAN_TRIGGER->mechanism:yaw-cable-twist-position-limit","causal_factor:c36014b81cfe","mechanism:yaw-cable-twist-position-limit","CAN_TRIGGER","1","[""偏航扭缆、角度或位置限位异常""]","{""evidence"":""偏航扭缆、角度或位置限位异常""}"
"causal_factor:ea6821bb6979->CAN_TRIGGER->mechanism:yaw-cable-twist-position-limit","causal_factor:ea6821bb6979","mechanism:yaw-cable-twist-position-limit","CAN_TRIGGER","1","[""偏航扭缆、角度或位置限位异常""]","{""evidence"":""偏航扭缆、角度或位置限位异常""}"
"causal_factor:640926389082->CAN_TRIGGER->mechanism:yaw-cable-twist-position-limit","causal_factor:640926389082","mechanism:yaw-cable-twist-position-limit","CAN_TRIGGER","1","[""偏航扭缆、角度或位置限位异常""]","{""evidence"":""偏航扭缆、角度或位置限位异常""}"
"causal_factor:e60df102e76f->CAN_TRIGGER->mechanism:nacelle-tower-vibration-structural-load","causal_factor:e60df102e76f","mechanism:nacelle-tower-vibration-structural-load","CAN_TRIGGER","1","[""机舱、塔筒或基础结构振动载荷异常""]","{""evidence"":""机舱、塔筒或基础结构振动载荷异常""}"
"causal_factor:a65006522ce9->CAN_TRIGGER->mechanism:nacelle-tower-vibration-structural-load","causal_factor:a65006522ce9","mechanism:nacelle-tower-vibration-structural-load","CAN_TRIGGER","1","[""机舱、塔筒或基础结构振动载荷异常""]","{""evidence"":""机舱、塔筒或基础结构振动载荷异常""}"
"causal_factor:c663e84d305c->CAN_TRIGGER->mechanism:nacelle-tower-vibration-structural-load","causal_factor:c663e84d305c","mechanism:nacelle-tower-vibration-structural-load","CAN_TRIGGER","1","[""机舱、塔筒或基础结构振动载荷异常""]","{""evidence"":""机舱、塔筒或基础结构振动载荷异常""}"
"causal_factor:be016602bcbd->CAN_TRIGGER->mechanism:nacelle-tower-vibration-structural-load","causal_factor:be016602bcbd","mechanism:nacelle-tower-vibration-structural-load","CAN_TRIGGER","1","[""机舱、塔筒或基础结构振动载荷异常""]","{""evidence"":""机舱、塔筒或基础结构振动载荷异常""}"
"causal_factor:8648f1b08618->CAN_TRIGGER->mechanism:nacelle-tower-vibration-structural-load","causal_factor:8648f1b08618","mechanism:nacelle-tower-vibration-structural-load","CAN_TRIGGER","1","[""机舱、塔筒或基础结构振动载荷异常""]","{""evidence"":""机舱、塔筒或基础结构振动载荷异常""}"
"causal_factor:bdd4bccd54e6->CAN_TRIGGER->mechanism:environment-lightning-grounding-surge","causal_factor:bdd4bccd54e6","mechanism:environment-lightning-grounding-surge","CAN_TRIGGER","1","[""雷击、浪涌或接地屏蔽异常""]","{""evidence"":""雷击、浪涌或接地屏蔽异常""}"
"causal_factor:d07955830980->CAN_TRIGGER->mechanism:environment-lightning-grounding-surge","causal_factor:d07955830980","mechanism:environment-lightning-grounding-surge","CAN_TRIGGER","1","[""雷击、浪涌或接地屏蔽异常""]","{""evidence"":""雷击、浪涌或接地屏蔽异常""}"
"causal_factor:3631ebdff135->CAN_TRIGGER->mechanism:environment-lightning-grounding-surge","causal_factor:3631ebdff135","mechanism:environment-lightning-grounding-surge","CAN_TRIGGER","1","[""雷击、浪涌或接地屏蔽异常""]","{""evidence"":""雷击、浪涌或接地屏蔽异常""}"
"causal_factor:f452e430bea9->CAN_TRIGGER->mechanism:environment-lightning-grounding-surge","causal_factor:f452e430bea9","mechanism:environment-lightning-grounding-surge","CAN_TRIGGER","1","[""雷击、浪涌或接地屏蔽异常""]","{""evidence"":""雷击、浪涌或接地屏蔽异常""}"
"causal_factor:06ccb6539dcd->CAN_TRIGGER->mechanism:environment-lightning-grounding-surge","causal_factor:06ccb6539dcd","mechanism:environment-lightning-grounding-surge","CAN_TRIGGER","1","[""雷击、浪涌或接地屏蔽异常""]","{""evidence"":""雷击、浪涌或接地屏蔽异常""}"
"causal_factor:5e5596991b72->CAN_TRIGGER->mechanism:scada-data-quality-alarm-correlation","causal_factor:5e5596991b72","mechanism:scada-data-quality-alarm-correlation","CAN_TRIGGER","1","[""SCADA数据质量、报警关联或工况边界异常""]","{""evidence"":""SCADA数据质量、报警关联或工况边界异常""}"
"causal_factor:50f58d6c6ee5->CAN_TRIGGER->mechanism:scada-data-quality-alarm-correlation","causal_factor:50f58d6c6ee5","mechanism:scada-data-quality-alarm-correlation","CAN_TRIGGER","1","[""SCADA数据质量、报警关联或工况边界异常""]","{""evidence"":""SCADA数据质量、报警关联或工况边界异常""}"
"causal_factor:45a901093c01->CAN_TRIGGER->mechanism:scada-data-quality-alarm-correlation","causal_factor:45a901093c01","mechanism:scada-data-quality-alarm-correlation","CAN_TRIGGER","1","[""SCADA数据质量、报警关联或工况边界异常""]","{""evidence"":""SCADA数据质量、报警关联或工况边界异常""}"
"causal_factor:700ff1db0bbe->CAN_TRIGGER->mechanism:scada-data-quality-alarm-correlation","causal_factor:700ff1db0bbe","mechanism:scada-data-quality-alarm-correlation","CAN_TRIGGER","1","[""SCADA数据质量、报警关联或工况边界异常""]","{""evidence"":""SCADA数据质量、报警关联或工况边界异常""}"
"causal_factor:65752d589b95->CAN_TRIGGER->mechanism:scada-data-quality-alarm-correlation","causal_factor:65752d589b95","mechanism:scada-data-quality-alarm-correlation","CAN_TRIGGER","1","[""SCADA数据质量、报警关联或工况边界异常""]","{""evidence"":""SCADA数据质量、报警关联或工况边界异常""}"
"mechanism:pitch-24v-feedback-loss->DIAGNOSED_BY->diagnostic_signal:bc70e6ba62d1","mechanism:pitch-24v-feedback-loss","diagnostic_signal:bc70e6ba62d1","DIAGNOSED_BY","1","[""变桨24V控制电源或开关反馈丢失""]","{""evidence"":""变桨24V控制电源或开关反馈丢失""}"
"mechanism:pitch-24v-feedback-loss->DIAGNOSED_BY->diagnostic_signal:f9fa76b10e3d","mechanism:pitch-24v-feedback-loss","diagnostic_signal:f9fa76b10e3d","DIAGNOSED_BY","1","[""变桨24V控制电源或开关反馈丢失""]","{""evidence"":""变桨24V控制电源或开关反馈丢失""}"
"mechanism:pitch-24v-feedback-loss->DIAGNOSED_BY->diagnostic_signal:f0918d111f48","mechanism:pitch-24v-feedback-loss","diagnostic_signal:f0918d111f48","DIAGNOSED_BY","1","[""变桨24V控制电源或开关反馈丢失""]","{""evidence"":""变桨24V控制电源或开关反馈丢失""}"
"mechanism:pitch-hydraulic-pressure-loss->DIAGNOSED_BY->diagnostic_signal:ee6e68abfb48","mechanism:pitch-hydraulic-pressure-loss","diagnostic_signal:ee6e68abfb48","DIAGNOSED_BY","1","[""液压变桨压力不足或蓄能能力下降""]","{""evidence"":""液压变桨压力不足或蓄能能力下降""}"
"mechanism:pitch-hydraulic-pressure-loss->DIAGNOSED_BY->diagnostic_signal:ab9b6a41ff44","mechanism:pitch-hydraulic-pressure-loss","diagnostic_signal:ab9b6a41ff44","DIAGNOSED_BY","1","[""液压变桨压力不足或蓄能能力下降""]","{""evidence"":""液压变桨压力不足或蓄能能力下降""}"
"mechanism:pitch-hydraulic-pressure-loss->DIAGNOSED_BY->diagnostic_signal:97b0dc9c0d09","mechanism:pitch-hydraulic-pressure-loss","diagnostic_signal:97b0dc9c0d09","DIAGNOSED_BY","1","[""液压变桨压力不足或蓄能能力下降""]","{""evidence"":""液压变桨压力不足或蓄能能力下降""}"
"mechanism:pitch-hydraulic-pressure-loss->DIAGNOSED_BY->diagnostic_signal:413727610148","mechanism:pitch-hydraulic-pressure-loss","diagnostic_signal:413727610148","DIAGNOSED_BY","1","[""液压变桨压力不足或蓄能能力下降""]","{""evidence"":""液压变桨压力不足或蓄能能力下降""}"
"mechanism:pitch-actuator-position-error->DIAGNOSED_BY->diagnostic_signal:cef79ea16ac3","mechanism:pitch-actuator-position-error","diagnostic_signal:cef79ea16ac3","DIAGNOSED_BY","1","[""变桨执行机构卡滞或位置反馈异常""]","{""evidence"":""变桨执行机构卡滞或位置反馈异常""}"
"mechanism:pitch-actuator-position-error->DIAGNOSED_BY->diagnostic_signal:6e60910c4d12","mechanism:pitch-actuator-position-error","diagnostic_signal:6e60910c4d12","DIAGNOSED_BY","1","[""变桨执行机构卡滞或位置反馈异常""]","{""evidence"":""变桨执行机构卡滞或位置反馈异常""}"
"mechanism:pitch-actuator-position-error->DIAGNOSED_BY->diagnostic_signal:9a7e01b8ce50","mechanism:pitch-actuator-position-error","diagnostic_signal:9a7e01b8ce50","DIAGNOSED_BY","1","[""变桨执行机构卡滞或位置反馈异常""]","{""evidence"":""变桨执行机构卡滞或位置反馈异常""}"
"mechanism:pitch-actuator-position-error->DIAGNOSED_BY->diagnostic_signal:f72b1d391587","mechanism:pitch-actuator-position-error","diagnostic_signal:f72b1d391587","DIAGNOSED_BY","1","[""变桨执行机构卡滞或位置反馈异常""]","{""evidence"":""变桨执行机构卡滞或位置反馈异常""}"
"mechanism:converter-dc-link-grid-disturbance->DIAGNOSED_BY->diagnostic_signal:37bdf2b0c66d","mechanism:converter-dc-link-grid-disturbance","diagnostic_signal:37bdf2b0c66d","DIAGNOSED_BY","1","[""变流器直流母线或电网电压扰动""]","{""evidence"":""变流器直流母线或电网电压扰动""}"
"mechanism:converter-dc-link-grid-disturbance->DIAGNOSED_BY->diagnostic_signal:726ba972b4fe","mechanism:converter-dc-link-grid-disturbance","diagnostic_signal:726ba972b4fe","DIAGNOSED_BY","1","[""变流器直流母线或电网电压扰动""]","{""evidence"":""变流器直流母线或电网电压扰动""}"
"mechanism:converter-dc-link-grid-disturbance->DIAGNOSED_BY->diagnostic_signal:385ba67fb087","mechanism:converter-dc-link-grid-disturbance","diagnostic_signal:385ba67fb087","DIAGNOSED_BY","1","[""变流器直流母线或电网电压扰动""]","{""evidence"":""变流器直流母线或电网电压扰动""}"
